param k := 3;
param N := 100;
param: X Y :=
    1  0.134364  0.0561233
    2  0.847434  0.87001
    3  0.763775  0.569999
    4  0.255069  0.199839
    5  0.495435  0.50472
    6  0.449491  0.484925
    7  0.651593  0.35679
    8  0.788723  0.346078
    9  0.0938596  0.538479
   10  0.0283475  0.623489
   11  0.835765  0.612452
   12  0.432767  0.458147
   13  0.76228  0.027975
   14  0.00210605  0.229605
   15  0.445387  0.177211
   16  0.72154  0.584461
   17  0.228762  0.861009
   18  0.945271  0.798439
   19  0.901427  0.797098
   20  0.03059  0.816437
   21  0.0254459  0.255294
   22  0.541412  0.841745
   23  0.939149  0.673114
   24  0.381204  0.0832341
   25  0.216599  0.0166906
   26  0.422117  0.01456
   27  0.0290408  0.755587
   28  0.221692  0.249559
   29  0.437888  0.109489
   30  0.495812  0.624802
   31  0.233084  0.344423
   32  0.230867  0.0695154
   33  0.218781  0.159626
   34  0.459603  0.52738
   35  0.289782  0.168145
   36  0.0214897  0.272914
   37  0.837578  0.71159
   38  0.556454  0.454702
   39  0.642294  0.322002
   40  0.185906  0.473771
   41  0.992543  0.0236346
   42  0.859947  0.386557
   43  0.12089  0.420919
   44  0.332695  0.188039
   45  0.721484  0.108762
   46  0.711192  0.899819
   47  0.936441  0.510116
   48  0.422107  0.209091
   49  0.830036  0.605649
   50  0.670306  0.81704
   51  0.303369  0.0208181
   52  0.587581  0.0178645
   53  0.882479  0.146462
   54  0.846197  0.718835
   55  0.505284  0.160228
   56  0.589002  0.704606
   57  0.0345258  0.678176
   58  0.24274  0.544702
   59  0.797404  0.2206
   60  0.414314  0.975595
   61  0.173007  0.797811
   62  0.548799  0.5166
   63  0.703041  0.223196
   64  0.674486  0.648506
   65  0.374703  0.394898
   66  0.438962  0.575846
   67  0.508426  0.321246
   68  0.778443  0.630948
   69  0.520938  0.0587851
   70  0.393255  0.298606
   71  0.489694  0.967903
   72  0.029575  0.875534
   73  0.0434873  0.306387
   74  0.703382  0.858514
   75  0.983188  0.310364
   76  0.593184  0.939288
   77  0.3936  0.743842
   78  0.170349  0.416172
   79  0.502239  0.252358
   80  0.982077  0.00848026
   81  0.770523  0.878718
   82  0.539617  0.0379165
   83  0.86029  0.819414
   84  0.232176  0.962201
   85  0.513772  0.570281
   86  0.952467  0.171517
   87  0.577795  0.867781
   88  0.459132  0.973775
   89  0.269279  0.704023
   90  0.547996  0.508874
   91  0.957116  0.377969
   92  0.00570913  0.346931
   93  0.783655  0.205762
   94  0.820486  0.674153
   95  0.88618  0.43295
   96  0.740503  0.194119
   97  0.80914  0.104424
   98  0.518678  0.665958
   99  0.561358  0.296073
  100  0.426091  0.4998
;
